combination_id,timestamp,use_ema,use_macd,use_rsi,use_bollinger,use_atr,use_momentum,use_sma,use_stochastic,use_adx,use_cci,use_williams,use_roc,use_obv,use_mfi,use_volatility,use_volume_features,use_returns,prediction_horizon,learning_rate,num_leaves,max_depth,n_estimators,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,train_rmse,train_mae,train_r2,train_direction_acc,val_rmse,val_mae,val_r2,val_direction_acc,test_rmse,test_mae,test_r2,test_direction_acc,test_confidence_mean,combined_score
56,2025-12-30T09:02:13.530532,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.025,63,12,400,12,0.7,0.6,0.08,0.4,0.0032092235689899964,0.002534040154007383,0.5423837724177324,0.8155286343612335,0.005171077992772506,0.0042276346280861275,-0.13062242425914428,0.4961038961038961,0.004798846371317836,0.00387282728922096,-0.10115778606611503,0.5038961038961038,0.8778554632230272,0.500902742475214
57,2025-12-30T09:02:13.794705,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.05,15,9,300,50,0.7,0.85,0.2,0.01,0.004210089870848784,0.003341638121050746,0.21243899638848818,0.7053964757709251,0.00499334854734809,0.004085710220274116,-0.0542392528994442,0.44155844155844154,0.004561054944470885,0.0036688057343927764,0.005267131648646561,0.5454545454545454,0.8376146621609037,0.4591065094899255
58,2025-12-30T09:02:15.005012,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8,0.07,31,9,1200,5,0.65,0.95,0.0,0.0,1.7709166014075824e-05,1.39736384036485e-05,0.9999895722799367,0.9983461962513782,0.008363418171579099,0.006951877666454035,-1.2394526460652844,0.4804177545691906,0.008760603176518104,0.007291944861282776,-1.836108988640515,0.47780678851174935,0.9990967129747246,0.5309538146647687
59,2025-12-30T09:02:15.287760,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.07,35,4,100,3,0.85,0.9,0.5,0.6,0.004733521677341914,0.003767800375797746,0.004433645278314136,0.5077092511013216,0.00487115542976311,0.003985348124267385,-0.0032736206386969613,0.5064935064935064,0.004576616298604121,0.00371619425070068,-0.0015320833676817358,0.5012987012987012,0.555153137466552,0.5032779149999029
60,2025-12-30T09:02:15.871404,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.1,127,3,1500,7,0.6,0.65,0.2,0.0,0.004099958637567131,0.003247285153155195,0.25310350531339953,0.7098017621145375,0.005048232937703429,0.00412533462868964,-0.07754196019237103,0.45714285714285713,0.00472793465267033,0.0038220095213857314,-0.06885499454305322,0.5584415584415584,0.9091183840479872,0.44628637621111195
61,2025-12-30T09:02:16.304241,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,8,0.15,63,12,800,5,0.65,0.87,0.2,0.08,0.0038450879921969475,0.002998557427629087,0.508406976510243,0.8065049614112458,0.0060953365426568845,0.004957594939960853,-0.18951422001403495,0.4699738903394256,0.005540253794074875,0.004490661545772202,-0.13426418265844764,0.4621409921671018,0.9294663429392329,0.543399261626973
62,2025-12-30T09:02:17.977142,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.005,100,15,1500,20,0.7,0.87,0.1,0.7,0.003438451738940524,0.0027170536552930235,0.47467588603170974,0.7990088105726872,0.005177845394531056,0.004222014981354768,-0.13358365705422615,0.4727272727272727,0.0046706711362198925,0.0037555713613351793,-0.043120401301025346,0.5324675324675324,0.8601309110162323,0.47220313866868746
63,2025-12-30T09:02:18.604441,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8,0.05,35,10,600,7,0.5,0.65,0.08,0.01,0.0030675626733270706,0.0023902184921479205,0.6871183923446411,0.8522601984564498,0.006513847152742949,0.00529545742109347,-0.35846791877461204,0.46475195822454307,0.0057305803804975275,0.004648645828847836,-0.21353446722810343,0.46475195822454307,0.9131777477011204,0.5409786221559545
64,2025-12-30T09:02:19.471935,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.03,45,6,1200,3,0.82,1.0,0.2,0.3,0.004093874325198561,0.003243942787693977,0.25531863970267343,0.7180616740088106,0.00505129764382767,0.004132905324327222,-0.07885067628712239,0.43376623376623374,0.004582653205267144,0.003686586482540168,-0.004176020714968143,0.5844155844155844,0.8649886826843347,0.42016706878968274
65,2025-12-30T09:02:20.170930,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.001,15,5,700,15,1.0,0.92,0.05,0.0,0.004396138557180894,0.003499300946344449,0.1412945593153614,0.6872246696035242,0.004942833297869521,0.004036817191767632,-0.03301670844731874,0.4961038961038961,0.004571435079880469,0.0036798409204825203,0.0007343156941140849,0.5584415584415584,0.8179114835329669,0.44612987663832204
66,2025-12-30T09:02:20.794859,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,0.15,60,4,1200,25,0.82,0.95,1.0,0.08,0.005484075527517878,0.004334545257355376,0.0,0.5049614112458655,0.005599743482530725,0.004531771122626954,-0.00394639671201813,0.5169712793733682,0.005202149169059101,0.004219929538497171,-4.7206653099207685e-05,0.5274151436031331,0.6212826568343635,0.47778700556592596
67,2025-12-30T09:02:21.991175,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,8,0.015,35,4,1200,25,0.7,0.92,0.1,0.08,0.0036665562471126165,0.0028807705861542496,0.5529976063165789,0.8037486218302095,0.006163290909146021,0.004975857749607039,-0.2161848622795901,0.48825065274151436,0.0055653398662123986,0.004546921815425015,-0.14455925362340727,0.48825065274151436,0.9030373246297847,0.5173146871246981
68,2025-12-30T09:02:22.933132,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.04,45,6,800,30,0.82,0.9,0.1,0.05,0.0031697362435414347,0.0025119042286688106,0.5535758073178785,0.7973568281938326,0.00506183147135605,0.0041266928325752895,-0.0833549748954745,0.5142857142857142,0.004869853413723039,0.0039116856764142265,-0.13398585673122843,0.509090909090909,0.9140960132807256,0.495778944322814
69,2025-12-30T09:02:23.423432,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.07,20,10,800,30,0.95,0.5,0.7,0.15,0.0047440500777173366,0.0037756706974051567,0.0,0.5077092511013216,0.004869035393195757,0.003986329509135468,-0.0024005161199120995,0.5064935064935064,0.004573146907132076,0.0037124037666124965,-1.4197834611540117e-05,0.5012987012987012,0.5683851033352897,0.5032744456084308
70,2025-12-30T09:02:23.887626,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.03,63,10,150,35,0.9,0.6,0.1,0.7,0.00374564123908061,0.002968494374317718,0.3766186195902689,0.776431718061674,0.005037803658962092,0.004116498428224524,-0.07309431398812904,0.4987012987012987,0.0046767205882826245,0.003761331251582769,-0.04582424973440391,0.5116883116883116,0.8512532970415256,0.492988408899971
71,2025-12-30T09:02:24.253271,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,8,0.008,50,2,400,10,0.5,0.82,0.3,0.7,0.00539536274022401,0.004262038580629958,0.03209119151117246,0.5738699007717751,0.005624986370455013,0.004562368061218164,-0.013018107497625664,0.4699738903394256,0.005206290865153983,0.0042377299312328824,-0.0016402176419587633,0.4412532637075718,0.5720476282729999,0.5639530271575822
72,2025-12-30T09:02:24.796435,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,0.02,80,4,1500,40,0.8,0.82,0.5,0.4,0.005470802365282349,0.004320309065065716,0.004834761879589089,0.5049614112458655,0.005604277910817574,0.0045341212816269304,-0.005572959103785635,0.5169712793733682,0.005197665324504909,0.0042162567906620305,0.0016759749103080201,0.5274151436031331,0.5958715096449085,0.47778252172137176
73,2025-12-30T09:02:26.022235,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.025,127,4,1500,50,0.6,0.95,1.0,0.4,0.0047440500777173366,0.0037756706974051567,0.0,0.5077092511013216,0.004869035393195757,0.003986329509135468,-0.0024005161199120995,0.5064935064935064,0.004573146907132076,0.0037124037666124965,-1.4197834611540117e-05,0.5012987012987012,0.5683851033352897,0.5032744456084308
74,2025-12-30T09:02:26.327232,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,0.03,100,10,500,3,0.65,1.0,0.6,1.0,0.005484075527517878,0.004334545257355376,0.0,0.5049614112458655,0.005599743482530725,0.004531771122626954,-0.00394639671201813,0.5169712793733682,0.005202149169059101,0.004219929538497171,-4.7206653099207685e-05,0.5274151436031331,0.6212826568343635,0.47778700556592596
75,2025-12-30T09:02:26.925883,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.1,15,10,600,3,0.8,0.75,0.15,0.4,0.003558454668129638,0.0028121863888895446,0.4373681081722074,0.7863436123348018,0.005246341130776811,0.004275747536142369,-0.16377351925157035,0.45454545454545453,0.004679163488513472,0.0037705275234848445,-0.04691711449657299,0.5298701298701298,0.8642748155527286,0.47480903361838367
76,2025-12-30T09:02:27.290611,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,0.15,100,6,400,12,0.92,0.95,0.1,0.08,0.003464420665620062,0.0027284623665318024,0.46671089453508174,0.7758810572687225,0.005420032319331546,0.004426242253700477,-0.24210746281888107,0.4805194805194805,0.0052634703927532675,0.004198240090297987,-0.32470821354407775,0.4961038961038961,0.9839664300051851,0.5091595742888572
77,2025-12-30T09:02:27.876265,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.01,60,3,700,3,0.5,0.75,0.15,0.15,0.004365972147236658,0.003467486075351353,0.1530390404605676,0.6657488986784141,0.004977470658858871,0.004061088640882068,-0.047545356172392195,0.4831168831168831,0.0045755511793750285,0.0036830107147975306,-0.0010659630385654317,0.535064935064935,0.8539181379959598,0.46951061611444
78,2025-12-30T09:02:28.522660,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,8,0.025,60,15,1200,30,0.85,0.8,0.6,0.25,0.005451380724823179,0.0043098605510135625,0.011887999378236147,0.557883131201764,0.005604348434598214,0.004541630667735944,-0.005598267360841902,0.5091383812010444,0.005224925628303073,0.004245285922968075,-0.008823347782558555,0.4621409921671018,0.5629476431277265,0.5430839334612013
79,2025-12-30T09:02:29.774921,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,0.03,63,5,800,20,0.9,0.95,0.01,0.6,0.002015353738228375,0.001569379909809961,0.8195304061237144,0.8964757709251101,0.006253365822935123,0.005009343801556667,-0.6534196326609931,0.4779220779220779,0.006460592116279443,0.005167154487846445,-0.9958160304961063,0.4935064935064935,0.9795574274648352,0.512954098609786
80,2025-12-30T09:02:30.479472,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,0.04,31,15,400,3,0.87,0.5,0.1,0.08,0.0037064470168806803,0.0029089537022731235,0.3895964325462019,0.7758810572687225,0.005184655316235845,0.004227412383215182,-0.13656740484726337,0.4831168831168831,0.004861146299217851,0.0038822963560686975,-0.12993443385587766,0.4987012987012987,0.9302501376082782,0.5061598475979192
81,2025-12-30T09:02:31.955007,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,8,0.15,100,4,1500,15,0.6,0.65,0.1,0.3,0.002821796845704849,0.002223412315047931,0.7352447183597984,0.8439911797133407,0.006538574262589251,0.0053272684408714865,-0.3688012108397758,0.5117493472584856,0.006289283940689992,0.005089556584184195,-0.4616968228324756,0.4516971279373368,0.9344524443770338,0.5545921560033532
82,2025-12-30T09:02:32.909631,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,8,0.03,127,3,1000,50,0.75,0.82,0.25,0.0,0.004871235976195367,0.0038268657932774724,0.2110100298681029,0.6957001102535832,0.00580923568077418,0.004693194071156132,-0.080468852706437,0.4725848563968668,0.005215844852576527,0.004255984591909723,-0.005319781023403802,0.5509138381201044,0.8827943216975689,0.4543020067324721
83,2025-12-30T09:02:33.140100,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.005,15,15,300,30,0.87,0.8,0.5,0.5,0.0047386544197194225,0.003771702411022126,0.0022734117585484492,0.5077092511013216,0.004869591661447415,0.0039858750225885324,-0.002629569880891358,0.5064935064935064,0.004572905886035068,0.00371269813044613,9.12079931288945e-05,0.5012987012987012,0.562865947345859,0.5032742045873339
84,2025-12-30T09:02:33.510103,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.001,20,10,200,3,0.75,0.82,0.15,0.6,0.004661810985200259,0.003710122984251681,0.03436990559313513,0.6365638766519823,0.004890327901339045,0.0040005187525067945,-0.011186769546655206,0.4727272727272727,0.004563567833135267,0.00369739036689618,0.004170744271351334,0.5454545454545454,0.6177222994008577,0.45910902237858986
85,2025-12-30T09:02:33.907580,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.015,40,4,300,18,0.75,0.75,0.1,0.4,0.004033729759110945,0.0031990256317488554,0.2770386689848201,0.7186123348017621,0.005142209388197248,0.004197565475425275,-0.11803379828848937,0.4831168831168831,0.004592490268420829,0.003698297172651374,-0.008491749894620426,0.5558441558441558,0.8618220951942716,0.44874833442426504
86,2025-12-30T09:02:34.407338,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.001,35,10,100,7,1.0,1.0,0.08,1.0,0.004652424986726879,0.0037034038292830048,0.03825435246689746,0.6244493392070485,0.004887275292939783,0.003996059281722066,-0.009924770805251892,0.5116883116883116,0.004574831698715778,0.0037089390696304937,-0.0007511633813050977,0.522077922077922,0.6072107709178916,0.4824969096207937
87,2025-12-30T09:02:34.784242,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.03,20,9,500,30,0.9,0.6,0.15,0.15,0.003968506887218728,0.003148594114526312,0.3002293113599005,0.736784140969163,0.005097012735573043,0.004179094934085333,-0.098466599633112,0.4649350649350649,0.004581242911940444,0.0036833097033731727,-0.003558053452286547,0.5714285714285714,0.8537119459677401,0.43315267148336906
88,2025-12-30T09:02:35.073637,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.005,80,2,400,40,0.75,0.92,0.3,0.0,0.004677492471646187,0.0037242337258335365,0.027862570301126155,0.5903083700440529,0.004890196421469815,0.003993382325041412,-0.01113239735743865,0.4831168831168831,0.004564042159437375,0.003699637734892159,0.003963725301530885,0.5558441558441558,0.6853873306587319,0.4487198863152816
89,2025-12-30T09:02:35.934124,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.005,70,4,500,15,0.95,0.6,0.15,0.01,0.004309769672061358,0.0034257066567141667,0.1747042818574398,0.6734581497797357,0.004921548634773481,0.004024071679944283,-0.024139179888271523,0.4675324675324675,0.004546584009727054,0.0036758766915572683,0.011569129509103049,0.5584415584415584,0.8678774530240718,0.44610502556816867
90,2025-12-30T09:02:36.214191,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,8,0.07,25,3,250,25,0.8,0.5,0.25,0.6,0.004950273595115752,0.0038987769695462424,0.1851990056789552,0.6780595369349504,0.005784822427050594,0.004689673000959235,-0.07140661610466803,0.4360313315926893,0.005196054765656486,0.0042334070996616095,0.0022945643671342664,0.5352480417754569,0.8634620816854514,0.46994801299019956
91,2025-12-30T09:02:36.438215,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.05,25,2,300,50,0.7,0.9,0.25,0.0,0.004565270156644139,0.003628457296767574,0.07395000057537549,0.6156387665198237,0.004937829973853807,0.004029431061738907,-0.030926449233739994,0.4753246753246753,0.004559347898346752,0.00368171353723428,0.006011580968526387,0.5376623376623376,0.8094644363505263,0.46689701023600916
92,2025-12-30T09:02:37.013930,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.1,31,9,300,5,0.8,0.75,0.01,0.7,0.0007176283140293454,0.0005669343901899066,0.977117651195692,0.9592511013215859,0.005792269681466058,0.004730818726335923,-0.4185771709705586,0.5194805194805194,0.005610560390425654,0.004516581776798217,-0.505179667394416,0.4883116883116883,0.9715663506464951,0.5172988720787374
93,2025-12-30T09:02:37.544228,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.07,70,4,700,18,0.82,0.92,0.15,0.25,0.0036892912576585676,0.00291331997138689,0.39523401551544135,0.7538546255506607,0.0051445253914541795,0.004203261835646685,-0.11904112912110665,0.4779220779220779,0.004732683327089703,0.0038253166084004963,-0.07100316015800967,0.509090909090909,0.8558561227844113,0.49564177423618067
94,2025-12-30T09:02:38.213522,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,0.01,50,10,200,7,0.92,1.0,0.01,0.7,0.003648688485859103,0.0028195546905461152,0.557343630577,0.8467475192943771,0.00713681472199864,0.005794250962627778,-0.6307339164941881,0.5169712793733682,0.007444027753672437,0.0060998921723305856,-1.0477213858411174,0.4699738903394256,1.0,0.5374701374142469
95,2025-12-30T09:02:38.522605,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.008,35,6,150,40,0.9,1.0,0.15,0.1,0.004371299881797836,0.0034769348686630275,0.15097071009895202,0.6751101321585903,0.005002908862046305,0.004078901261880325,-0.05828003133541371,0.4701298701298701,0.004555908609886515,0.003669537282392913,0.007510621436991771,0.5662337662337662,0.8079889694995439,0.4383221423761203
96,2025-12-30T09:02:38.706174,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.015,60,12,150,3,0.9,1.0,0.5,0.3,0.0047342080604169156,0.0037684739152781276,0.004144900666472662,0.5077092511013216,0.004870136669955083,0.003985853627148018,-0.002854012611496426,0.5064935064935064,0.004573046131108054,0.0037131328408248334,2.9875249625832545e-05,0.5012987012987012,0.5619236047495334,0.5032743448324069
97,2025-12-30T09:02:39.834034,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.04,40,9,1000,50,0.5,0.9,0.08,0.0,0.002992129046834073,0.002358361706987971,0.6022024437266855,0.8199339207048458,0.0053049436381424585,0.004298787362802407,-0.1899178158127146,0.4831168831168831,0.004770179146906125,0.003846833760536766,-0.08804094611918623,0.5272727272727272,0.8997890109299946,0.4774974518741789
98,2025-12-30T09:02:40.100104,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.15,31,9,400,30,0.95,0.82,1.0,0.25,0.0047440500777173366,0.0037756706974051567,0.0,0.5077092511013216,0.004869035393195757,0.003986329509135468,-0.0024005161199120995,0.5064935064935064,0.004573146907132076,0.0037124037666124965,-1.4197834611540117e-05,0.5012987012987012,0.5683851033352897,0.5032744456084308
99,2025-12-30T09:02:40.959637,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,0.05,127,15,600,7,0.82,0.65,0.2,1.0,0.0039833342070173215,0.0031568541662044536,0.29499051137180043,0.7494493392070485,0.005025236333695202,0.004116972735992602,-0.06774710112474058,0.43636363636363634,0.00458462262057587,0.0036876573546210842,-0.005039304270978651,0.5532467532467532,0.8154811537935116,0.45133786937382264
