combination_id,timestamp,use_ema,use_macd,use_rsi,use_bollinger,use_atr,prediction_horizon,learning_rate,num_leaves,max_depth,n_estimators,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,train_rmse,train_mae,train_r2,train_direction_acc,val_rmse,val_mae,val_r2,val_direction_acc,test_rmse,test_mae,test_r2,test_direction_acc,combined_score
0,2025-12-13T14:42:55.322869,True,True,False,False,True,10,0.03,50,6,500,20,0.8,0.8,0.3,0.3,0.006728523281922773,0.003985140888928235,0.006809012358072519,0.5416510083928348,0.00440757749351056,0.003014699193105019,-0.004470293223340027,0.5550673696543644,0.0051018263803339105,0.003290007436029706,-0.0012971234667156217,0.5694200351493849,0.435681791230949
1,2025-12-13T14:42:55.797461,True,True,True,True,True,10,0.03,50,6,500,20,0.8,0.8,0.3,0.3,0.006727706031579095,0.0039853581178037655,0.007050264813648122,0.5432168357760241,0.00440757749351056,0.003014699193105019,-0.004470293223340027,0.5550673696543644,0.0051018263803339105,0.003290007436029706,-0.0012971234667156217,0.5694200351493849,0.435681791230949
2,2025-12-13T14:42:56.287484,True,False,True,True,True,10,0.03,50,6,500,20,0.8,0.8,0.3,0.3,0.006727849949557869,0.003985659487910819,0.007007782325048395,0.5432168357760241,0.004407429423591273,0.0030144897788336755,-0.004402805204270832,0.5550673696543644,0.005101824914912081,0.0032900029514070766,-0.0012965482521383187,0.5694200351493849,0.4356817897655272
3,2025-12-13T14:42:56.772221,True,True,True,False,False,10,0.03,50,6,500,20,0.8,0.8,0.3,0.3,0.006715017960444427,0.003981745149304923,0.010792026619675488,0.5442815983965927,0.004407497129977195,0.003013909943331586,-0.004433664464738696,0.5547744581136497,0.005100676965266882,0.0032892567510460413,-0.000846000175597883,0.570298769771529,0.43480190719373785
4,2025-12-13T14:42:57.301431,False,False,True,True,True,10,0.03,50,6,500,20,0.8,0.8,0.3,0.3,0.0067289322430772675,0.003986183012040119,0.006688275946925004,0.5439057998246273,0.00440720116361912,0.003014270329549234,-0.00429877221927355,0.5550673696543644,0.005100294312464415,0.003290484049917437,-0.000695838868005616,0.5694200351493849,0.4356802591630795
5,2025-12-13T14:42:57.725486,True,False,False,True,True,10,0.03,50,6,500,20,0.8,0.8,0.3,0.3,0.006711346072626735,0.003981865206146215,0.011873562852805164,0.5427157710134035,0.00440817128740566,0.00301491516621036,-0.004740958234178638,0.5550673696543644,0.005102799892951021,0.003290479476691062,-0.0016792879357143686,0.5694200351493849,0.43568276474356615
6,2025-12-13T14:42:58.123266,True,True,True,False,False,6,0.05,70,4,300,30,0.8,0.9,0.5,0.5,0.005151435350171469,0.0029926937118798565,0.0029965779982741303,0.5379461490294302,0.003389596909369258,0.002248348787073391,-0.00302646669326867,0.5555880631948508,0.003929751156072932,0.0024820967301782755,-0.0005527337943138644,0.56173200702165,0.44219774413442287
7,2025-12-13T14:42:58.533751,True,False,True,True,True,6,0.05,50,4,500,20,0.8,0.8,0.1,0.1,0.005136644487531041,0.002989532858036117,0.008713575085162018,0.5400125234815278,0.003389188609575107,0.0022505316579026903,-0.002784838650068844,0.5555880631948508,0.003931046548263302,0.002485702227237895,-0.0012124813298035608,0.56173200702165,0.44219903952661327
8,2025-12-13T14:42:59.001156,True,True,True,False,False,10,0.03,31,4,300,30,0.9,0.9,0.3,0.5,0.006737476033341398,0.00398813075047618,0.0041642395859389225,0.5434047350620068,0.004408148571575627,0.003014939884387685,-0.004730603161954505,0.5533099004100761,0.005101030549612294,0.003289606862718454,-0.0009847644008289524,0.5723491505565319,0.4327518799930804
9,2025-12-13T14:42:59.540095,True,False,False,True,True,10,0.05,50,8,800,10,0.9,0.7,0.5,0.5,0.006678951618150799,0.003970644396423005,0.021389556735037507,0.5545534260303144,0.004407881566597037,0.0030173164995920994,-0.0046088922240281605,0.5439367311072056,0.005099747947739446,0.0032945040915736737,-0.0004814529567256365,0.5506736965436438,0.4544260514040956
10,2025-12-13T14:42:59.921912,False,False,True,True,True,6,0.05,50,4,500,20,0.8,0.7,0.3,0.1,0.005146605480151943,0.0029918713340801903,0.004865237587743265,0.5379461490294302,0.0033889936268399574,0.0022496889667307607,-0.0026694599392598217,0.5555880631948508,0.0039306671332752655,0.00248445652772898,-0.0010192215020914386,0.56173200702165,0.44219866011162523
11,2025-12-13T14:43:00.410188,True,True,True,True,True,16,0.05,31,8,800,20,0.7,0.8,0.3,0.3,0.008562908985732155,0.005228409674747915,0.032507514616208266,0.562531328320802,0.005517328946354527,0.003933980825298849,-0.00470340503563027,0.5666079812206573,0.006383784467909323,0.0042614391170400345,-0.0013775949299263957,0.5865610328638498,0.4198227516040596
12,2025-12-13T14:43:00.853382,True,False,False,True,True,10,0.03,50,4,800,20,0.8,0.8,0.3,0.3,0.006731379360194159,0.003987826663734329,0.005965667357298643,0.5413378429161969,0.004407444995481922,0.003014537044526957,-0.004409902528709431,0.5550673696543644,0.005101814249826693,0.0032899702831309867,-0.0012923619453946156,0.5694200351493849,0.4356817791004418
13,2025-12-13T14:43:01.294820,True,True,True,False,False,10,0.05,70,6,800,10,0.8,0.7,0.1,0.3,0.00668683462647547,0.003973551582899313,0.0190781320472867,0.5514844043592634,0.00440922597622124,0.003014147497360619,-0.0052217997221681856,0.5530169888693615,0.005100068688435103,0.0032879540863221595,-0.0006073043562855318,0.5691271236086701,0.435972945079765
14,2025-12-13T14:43:01.663914,False,False,True,True,True,10,0.01,31,4,300,30,0.7,0.7,0.1,0.5,0.00674466527903736,0.003990177313738407,0.002037886156137425,0.5404609795816109,0.0044075122598429975,0.003013715022908353,-0.004440560429585405,0.5550673696543644,0.00510145060773805,0.0032881203587291795,-0.0011496287718213427,0.5694200351493849,0.43568141545835315
15,2025-12-13T14:43:02.183587,True,True,False,False,True,6,0.05,70,8,300,30,0.9,0.7,0.5,0.1,0.005150660477268192,0.002991971489462162,0.003296491626444853,0.5379461490294302,0.0033894801232140542,0.002248169679452826,-0.002957350754256627,0.5555880631948508,0.00392990677055277,0.0024821215031290297,-0.0006319772730147832,0.56173200702165,0.4421978997489027
16,2025-12-13T14:43:02.659638,True,True,True,True,True,16,0.03,31,8,300,20,0.7,0.9,0.5,0.3,0.00867161991601237,0.0052591113318498,0.007785857795184592,0.5481829573934837,0.005522330238720139,0.003935344669306574,-0.006525697286123622,0.5654342723004695,0.006383784467909323,0.0042614391170400345,-0.0013775949299263957,0.5865610328638498,0.4198227516040596
17,2025-12-13T14:43:03.183878,False,False,True,True,True,16,0.03,70,8,300,30,0.7,0.9,0.3,0.5,0.00847986980840566,0.005194105767899043,0.05118112914529038,0.5862155388471177,0.005518500044923433,0.003941168370800699,-0.005129963467615628,0.5598591549295775,0.0063849119654459255,0.004269872246818504,-0.0017313507570753117,0.5848004694835681,0.4215844424818778
18,2025-12-13T14:43:03.593859,True,True,False,False,True,6,0.03,70,8,500,30,0.9,0.7,0.5,0.5,0.005154055978868456,0.0029929599681367647,0.0019819324929803983,0.5379461490294302,0.003389272181282215,0.002248126266858887,-0.002834293244498909,0.5555880631948508,0.003929904946457713,0.0024819786732034393,-0.0006310483718843241,0.56173200702165,0.4421978979248077
19,2025-12-13T14:43:04.193341,True,True,True,True,True,10,0.01,70,8,800,10,0.7,0.8,0.1,0.5,0.0067378076365985605,0.003987933088651955,0.004066211628135474,0.5425278717274208,0.004407513619899046,0.0030134759786474134,-0.004441180323797589,0.5550673696543644,0.005100625676552949,0.003287433314175253,-0.0008258727115519893,0.5694200351493849,0.43568059052716807
20,2025-12-13T14:43:04.658144,False,False,True,True,True,16,0.05,31,4,800,30,0.9,0.8,0.3,0.3,0.008653106994259164,0.005257830416929418,0.012017864115637766,0.5456766917293233,0.0055276833327028855,0.003943123277550695,-0.008478002879492408,0.5654342723004695,0.006384504937538606,0.004270342223300989,-0.001603637290875204,0.5865610328638498,0.41982347207368886
21,2025-12-13T14:43:05.087955,False,False,True,True,True,10,0.01,31,6,500,20,0.9,0.8,0.5,0.1,0.0067393188462198045,0.003988764965942097,0.00361940946686945,0.5404609795816109,0.00440722861412103,0.003013743895363527,-0.004311282921733994,0.5550673696543644,0.005100499701369092,0.003288922647357119,-0.0007764365543556639,0.5694200351493849,0.4356804645519842
22,2025-12-13T14:43:05.548292,True,False,False,True,True,6,0.01,31,8,500,10,0.7,0.7,0.5,0.5,0.005156820396946065,0.0029937727188748815,0.0009110558520688539,0.5379461490294302,0.003389373537641467,0.0022484296077214297,-0.00289427376378959,0.5555880631948508,0.00392993497486128,0.0024819432680636914,-0.0006463400739216141,0.56173200702165,0.4421979279532112
