combination_id,timestamp,use_ema,use_macd,use_rsi,use_bollinger,use_atr,prediction_horizon,learning_rate,num_leaves,max_depth,n_estimators,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,train_rmse,train_mae,train_r2,train_direction_acc,val_rmse,val_mae,val_r2,val_direction_acc,test_rmse,test_mae,test_r2,test_direction_acc,combined_score
29,2025-12-13T15:15:36.330808,True,True,True,True,True,6,0.05,31,4,500,30,0.9,0.8,0.3,0.5,0.003925963877999213,0.0021784187816431227,0.03864784126518006,0.5610397745067335,0.0026712964432832765,0.001808249188457354,-0.001715308220213041,0.511267193444542,0.002940646396957135,0.0018621623146040593,0.0005107863460215301,0.5159496634474685,0.4869909829494886
30,2025-12-13T15:15:36.830744,True,True,True,False,False,10,0.01,31,6,300,20,0.7,0.7,0.5,0.5,0.005235135751689814,0.002910836530299405,0.002632694542550107,0.5472088215024121,0.003462853786484632,0.002412218852566535,-0.004694323815049195,0.5616759449164958,0.0037901509478926627,0.002432501207979649,-0.0004984394869460562,0.5616759449164958,0.4421142060313969
31,2025-12-13T15:15:37.379840,True,True,False,False,True,6,0.05,70,8,500,10,0.9,0.7,0.3,0.3,0.003988541409390027,0.002190205289110501,0.007756831317244028,0.5469464453492013,0.00267324541525148,0.001807970752514599,-0.0031775399864573117,0.5522388059701493,0.0029419874776571825,0.0018590696825169562,-0.00040105490031416835,0.5469710272168569,0.4559709602608003
32,2025-12-13T15:15:37.768355,True,False,True,True,True,10,0.01,70,4,300,20,0.8,0.8,0.3,0.3,0.005237144142197433,0.0029115272591783256,0.0018672942336014353,0.5472088215024121,0.00346246379286296,0.0024118284186491162,-0.00446803513054328,0.5616759449164958,0.003790055884279394,0.0024323414460645267,-0.0004482516156660843,0.5616759449164958,0.44211411096778364
33,2025-12-13T15:15:38.179797,True,False,True,True,True,6,0.01,31,4,500,10,0.9,0.9,0.1,0.1,0.003999843827559523,0.00219416786895284,0.0021253807169407946,0.5399310992796743,0.002672560962196928,0.001807277323418811,-0.002663902124343309,0.5522388059701493,0.0029418098707089924,0.0018585110278138354,-0.00028027069134939353,0.5469710272168569,0.4559707826538521
34,2025-12-13T15:15:38.693469,True,True,True,False,False,16,0.05,50,8,500,20,0.8,0.8,0.3,0.1,0.006622103427259481,0.0037949263083967076,0.03544535370742463,0.5664055155123786,0.004342485459922828,0.00314631990350631,-0.007180626566632986,0.5650132081009686,0.0046868838460934715,0.003088616708403354,-0.0008686973544429488,0.5788083357792779,0.4258785480668155
35,2025-12-13T15:15:39.184693,True,False,True,True,True,10,0.05,70,6,300,20,0.7,0.9,0.1,0.1,0.005205884407341276,0.0029040021364742097,0.013747145059904042,0.5621201679092789,0.0034662333123862605,0.0024150148271333202,-0.006656316750939473,0.5443891004980955,0.0037929885524545298,0.0024393746901463127,-0.0019971036463988234,0.5265162613536478,0.4772767271988067
36,2025-12-13T15:15:39.587741,True,True,True,False,False,6,0.05,70,4,300,20,0.7,0.8,0.1,0.3,0.0039801020517041125,0.0021902338903588463,0.011951365101918077,0.5448167867209521,0.0026722430771510615,0.0018072455193982053,-0.0024253946332848386,0.5522388059701493,0.002941998318889844,0.00185899436673724,-0.00040842787566286454,0.5469710272168569,0.455970971102033
37,2025-12-13T15:15:39.988112,True,False,True,True,True,6,0.01,31,4,500,10,0.9,0.9,0.1,0.5,0.003999924259003865,0.0021941790263262776,0.002085248498120862,0.5399310992796743,0.0026725610798237626,0.0018072773875091582,-0.0026639903843941326,0.5522388059701493,0.0029418100451197534,0.0018585111775395629,-0.00028038929836782245,0.5469710272168569,0.45597078282826287
38,2025-12-13T15:15:40.520328,False,False,True,True,True,6,0.05,31,8,500,10,0.8,0.9,0.3,0.3,0.003921354170148256,0.0021717772644323204,0.04090407746931157,0.5628562480425932,0.0026725537517037507,0.0018109238723929592,-0.0026584918144756386,0.49692712906057945,0.002942454745650145,0.0018616502772220162,-0.0007188621778606574,0.5276558384547849,0.4752866162908652
39,2025-12-13T15:15:40.977661,True,False,True,True,True,10,0.03,70,6,800,20,0.9,0.9,0.3,0.3,0.005221798426329853,0.002907337291878371,0.0077081188125337485,0.5539126621139027,0.003463306134355946,0.0024135037307117745,-0.004956824659848591,0.5616759449164958,0.00379081336630169,0.0024352811187691747,-0.0008481915201059564,0.5616759449164958,0.44211486844980596
40,2025-12-13T15:15:41.478475,True,True,True,True,True,6,0.01,31,8,500,30,0.7,0.8,0.5,0.3,0.004003154389274592,0.0021946846663867753,0.0004728698827538569,0.5391168180394613,0.0026728508139287283,0.0018074862706759405,-0.0028814010942930235,0.5522388059701493,0.0029421267276740774,0.0018587710369666873,-0.0004957590155856284,0.5469710272168569,0.4559710995108172
41,2025-12-13T15:15:41.997586,True,False,True,True,True,10,0.01,31,6,800,10,0.7,0.7,0.3,0.3,0.005235590352369833,0.002911141361468161,0.002459471320539919,0.5472088215024121,0.0034625596039921996,0.0024118802356062063,-0.004523625920237695,0.5616759449164958,0.0037901078613900704,0.002432159667541135,-0.00047569224855203984,0.5616759449164958,0.4421141629448943
42,2025-12-13T15:15:42.526131,True,True,True,False,False,16,0.05,70,6,500,30,0.9,0.8,0.5,0.1,0.006654838588339113,0.0038047049476625646,0.025885583363798648,0.5668442494515826,0.004343991261086804,0.0031467878737596934,-0.007879248001048555,0.5658937481655415,0.004686709145296939,0.0030881052415090613,-0.000794085179005366,0.5793953624889933,0.4252913466563037
43,2025-12-13T15:15:42.997058,True,True,True,True,True,16,0.03,31,6,500,20,0.8,0.7,0.3,0.3,0.006709850886076435,0.003819832792482079,0.009713961578951658,0.5477279849576935,0.004344372582653965,0.0031454775645997864,-0.008056201838934074,0.5741121221015556,0.004686457263891783,0.0030877326506129964,-0.0006865151810686587,0.5793953624889933,0.4252910947748985
44,2025-12-13T15:15:43.430645,True,False,False,True,True,16,0.01,31,4,300,30,0.8,0.7,0.3,0.5,0.006734834621742097,0.003826533792982992,0.0023256884410296497,0.5465371356941398,0.004343769188825838,0.00314495819041412,-0.007776201614050571,0.5741121221015556,0.004686644674041195,0.0030892427100663064,-0.0007665511436636407,0.5793953624889933,0.4252912821850479
45,2025-12-13T15:15:43.962514,True,False,True,True,True,16,0.01,50,6,500,30,0.7,0.9,0.5,0.3,0.006701198486374936,0.0038183074813751003,0.01226627646479772,0.5509244750861799,0.004343009239757197,0.003145300892220667,-0.007423608481929911,0.5741121221015556,0.004686468495497393,0.0030876766753845267,-0.0006913116954134768,0.5793953624889933,0.42529110600650416
46,2025-12-13T15:15:44.570162,True,True,True,True,True,6,0.03,31,6,800,30,0.7,0.7,0.1,0.3,0.0039847463047779285,0.002189505595340011,0.009644175446358871,0.5474475414970248,0.0026719931729389298,0.0018074458429220032,-0.0022379127257210474,0.5522388059701493,0.002941705083502248,0.0018591840967734643,-0.00020901203538459256,0.5469710272168569,0.45597067786664536
47,2025-12-13T15:15:45.052283,True,True,True,True,True,6,0.05,50,6,500,10,0.7,0.7,0.1,0.1,0.003959662703944235,0.0021860244979748996,0.02207332412892471,0.5473222674600688,0.0026730677715050845,0.0018101721615279291,-0.003044217176438213,0.5522388059701493,0.0029415252244325194,0.0018615497495869321,-8.67080261162112e-05,0.5469710272168569,0.45597049800757566
48,2025-12-13T15:15:45.492167,False,False,True,True,True,10,0.01,70,8,500,30,0.7,0.8,0.1,0.1,0.005234422500269772,0.0029102591456476065,0.002904444969192288,0.5472088215024121,0.003463414850713151,0.0024127065915573796,-0.00501991868370788,0.5616759449164958,0.003790936493302425,0.002434102055941245,-0.0009132084045611055,0.5616759449164958,0.44211499157680667
49,2025-12-13T15:15:45.985836,True,False,False,True,True,6,0.05,31,6,500,20,0.7,0.8,0.3,0.1,0.003957276696306865,0.002182932925790336,0.02325152423403476,0.5483870967741935,0.0026709381776921235,0.0018082484078820627,-0.0014466326398210327,0.5484342990927714,0.002946018694700233,0.0018632463178807695,-0.003144504204560139,0.5218027509511267,0.4811432677435735
50,2025-12-13T15:15:46.359840,True,True,True,False,False,6,0.03,50,4,800,20,0.8,0.8,0.1,0.3,0.003996705844111255,0.002193287612396133,0.0036904846931410384,0.540995928593799,0.0026728919690662697,0.0018076507450875475,-0.0029122850026206404,0.5522388059701493,0.0029413946194781783,0.0018585411272888728,2.0985413378138418e-06,0.5475563359672228,0.4553850586522554
51,2025-12-13T15:15:46.889870,True,True,True,False,False,16,0.03,50,8,500,10,0.7,0.7,0.5,0.3,0.006640783592555351,0.0038001927571266604,0.029995890768371503,0.5678470698840489,0.004343219284740992,0.0031464836029978208,-0.007521056762991529,0.5650132081009686,0.004686525295035084,0.00308782286358311,-0.000715568403154343,0.5793953624889933,0.42529116280604184
52,2025-12-13T15:15:47.266152,True,True,False,False,True,16,0.03,70,4,300,10,0.9,0.9,0.1,0.5,0.0067014624129541935,0.0038218961105566528,0.012188471183542715,0.5484801002820432,0.004346543638812052,0.0031491189803044416,-0.009063985326674517,0.5741121221015556,0.004688442652292924,0.003094931294720827,-0.0015345639846506831,0.5793953624889933,0.42529308016329964
53,2025-12-13T15:15:47.734638,True,True,False,False,True,6,0.03,70,4,300,30,0.8,0.8,0.1,0.5,0.003994447662116193,0.0021930525687435124,0.004816017920968196,0.5404321954274977,0.0026728034406895704,0.0018077026527526783,-0.002845851546083633,0.5522388059701493,0.00294157602739245,0.0018587804453632645,-0.00012125323638900731,0.546678372841674,0.45626320318571845
54,2025-12-13T15:15:48.233795,True,True,True,True,True,16,0.05,31,6,300,20,0.8,0.8,0.3,0.3,0.006687242471317912,0.0038143937128085003,0.016376130098892494,0.5477279849576935,0.004342963488580461,0.003145077543032249,-0.007402383303605209,0.5741121221015556,0.004686457263891783,0.0030877326506129964,-0.0006865151810686587,0.5793953624889933,0.4252910947748985
55,2025-12-13T15:15:48.637096,True,False,True,True,True,6,0.05,50,4,500,10,0.9,0.7,0.1,0.1,0.003948892129618426,0.002187604395328068,0.027386153879637387,0.5435640463513937,0.0026739033243878465,0.0018102822969908866,-0.003671382325840744,0.5522388059701493,0.002944045001430903,0.0018628529475011092,-0.0018008356527499103,0.5460930640913082,0.4568509809101227
56,2025-12-13T15:15:49.041038,False,False,True,True,True,6,0.03,31,4,800,10,0.9,0.8,0.1,0.5,0.0039227643055946915,0.002183098808348267,0.04021416359136065,0.5442530535546508,0.002673126955726189,0.001809102366296817,-0.003088634342775176,0.5522388059701493,0.002941926905373227,0.0018603954429803758,-0.00035986101120455416,0.5481416447175885,0.4548002821877847
57,2025-12-13T15:15:49.544555,True,False,False,True,True,6,0.01,70,4,800,10,0.9,0.7,0.3,0.1,0.003985999858233544,0.002191293100765082,0.009020969276613444,0.5423739430003132,0.002672224973345144,0.00180739489900127,-0.002411812296054361,0.5522388059701493,0.0029417680335951583,0.0018590566012150942,-0.00025181980987687425,0.5460930640913082,0.45684870394228694
